release_speed,release_spin_rate,pfx_x,pfx_z,release_pos_x,release_pos_z,plate_x,plate_z,release_extension,p_throws
88.0,2719.0,0.25,-0.09,-1.69,5.96,-0.2704163648164721,2.215920558766204,6.2,1
98.2,2401.0,-0.67,1.25,-1.7,5.79,-0.0510297326513706,4.029776485700058,6.1,1
95.2,2298.0,-0.11,1.58,-1.94,5.84,-0.450700404009722,2.872849924560936,6.9,1
89.7,1641.0,1.0,0.35,0.55,6.23,0.017894968053811,1.637272007020376,6.0,0
83.7,2423.0,-0.65,0.28,1.55,6.14,-0.1857178526847566,3.2116915075325427,6.3,0
92.8,2138.0,0.85,0.95,1.33,6.0,0.1136702407640497,1.3301880319318435,6.4,0
94.5,2114.0,-1.39,0.26,-2.08,5.02,-1.04741001833041,2.84537542292297,7.0,1
79.3,2751.0,-0.72,-1.31,0.61,6.2,-0.7988491438884353,1.1616270269895592,5.8,0
95.9,2431.0,-0.76,1.49,-1.91,5.54,-0.5086792022317175,3.226727495179844,7.1,1
84.1,2366.0,0.48,-0.33,-1.99,5.86,0.7468010805358045,1.6436068606762926,7.2,1
99.1,2497.0,-0.43,1.45,-2.06,6.01,0.9619230209215626,3.1665123850767767,6.3,1
86.8,2446.0,-0.16,0.95,1.78,6.22,0.3332820999864421,2.640538292331524,6.5,0
97.3,2340.0,-0.02,1.73,2.03,6.66,-0.2227928714777812,4.399901698686575,6.7,0
89.5,2525.0,0.3,0.35,-2.44,5.83,-0.105870013540416,1.954676608463651,6.3,1
95.3,2485.0,0.21,1.6,2.08,6.58,-1.860558605482821,1.6719987322825984,7.0,0
92.9,2418.0,-0.2,1.02,-2.26,5.74,0.829241152720783,1.9476486387651304,6.3,1
95.3,2413.0,-0.55,1.44,-2.04,6.02,-0.7903910716058176,2.7164169289986684,7.3,1
85.5,2731.0,-0.18,-0.54,0.6,6.3,1.1334979045546223,2.1178551396575425,5.6,0
95.0,2426.0,-0.31,1.11,-2.04,6.07,1.2066334996371666,2.8738105093207604,6.2,1
97.1,2497.0,-0.64,1.58,-1.76,6.01,0.6826573290705542,3.139190626588946,6.3,1
96.6,2360.0,-1.23,1.45,-1.76,5.94,-0.3267255747889712,2.6823889086642723,6.3,1
95.0,2307.0,-1.08,0.6,-2.25,5.16,-0.6618983795117204,2.2505590901788244,7.5,1
92.8,2149.0,-0.14,1.26,1.12,6.19,-0.2709587871959011,2.39597525421934,6.5,0
95.0,2188.0,0.51,1.09,1.32,5.96,0.6887674055464261,2.783331390233365,6.7,0
95.9,2373.0,-0.63,1.25,-2.05,5.83,0.4425723869781146,2.402004733538021,6.4,1
91.2,2219.0,0.05,0.61,-2.31,5.55,-0.3118407761365842,2.7200613283040624,7.1,1
94.8,2288.0,-1.57,0.78,-1.91,5.58,-0.7429604663296854,2.4181588589162484,7.2,1
87.4,2334.0,0.43,0.32,-2.36,5.73,-1.1987195139166356,3.5866880375674817,6.6,1
90.0,1201.0,-1.14,0.88,-2.27,5.51,-1.127800084622667,2.1735927093769414,7.0,1
85.6,2346.0,0.31,0.03,-1.89,5.75,1.2481822163373657,-0.3363700404692449,7.4,1
86.1,2199.0,-1.33,1.03,-2.15,5.8,-1.4104396207345522,1.860899344027774,7.2,1
88.1,2320.0,-0.33,0.68,2.14,6.6,-1.658923803614099,-0.1736754521756152,6.6,0
85.9,2871.0,-0.16,-0.36,0.63,6.14,-1.068221758962394,1.130834324140043,5.7,0
95.4,2650.0,-0.18,1.35,-2.3,5.18,-0.2318896436320446,3.7900190533997726,7.3,1
95.5,2559.0,0.47,1.59,2.05,6.7,-0.1166117391489408,1.4011901154948267,7.1,0
82.3,2596.0,1.28,0.15,-2.33,5.17,1.3679288590158585,0.2727975284532582,7.2,1
96.6,2197.0,-0.46,1.46,-1.98,5.93,-0.430609450620363,2.7527828787793136,7.1,1
91.0,2499.0,0.22,0.99,-2.13,5.99,0.7665158814007517,2.3686341645044666,6.3,1
85.3,2529.0,-0.61,0.5,1.53,6.17,0.3255886553238186,1.304957590321365,6.3,0
97.0,2390.0,-0.46,1.53,-2.07,5.9,0.103795160420164,2.7194559721050204,6.9,1
91.8,2507.0,0.09,0.43,-2.06,5.35,-0.6734701047905937,3.3124649997985065,6.8,1
97.0,2532.0,-0.49,1.2,-1.95,5.47,-0.3190356516509747,2.9472987791081646,7.4,1
97.0,2311.0,-0.44,1.38,-1.87,5.82,0.5178852731216161,2.8281774038248675,7.2,1
86.0,2543.0,-0.39,0.59,1.66,6.2,-0.789778681966121,1.5413653924400297,6.1,0
87.2,1920.0,1.12,1.1,2.26,6.57,0.9029467924756216,2.368175707298609,7.0,0
81.1,2820.0,1.2,-1.22,-2.03,5.85,0.1961930346081258,1.271278829661772,6.1,1
82.3,2920.0,-0.48,-1.06,0.66,6.11,-0.5875217498773837,2.0741215268372777,5.9,0
95.7,2212.0,1.45,0.83,0.21,6.18,0.3002866276433726,3.3089880736506267,5.8,0
88.4,1439.0,-1.29,0.69,-1.78,5.72,-0.9330601569638152,2.240373124630416,6.2,1
97.7,2378.0,-0.5,1.53,-1.98,5.7,-0.7334044212200278,2.609336237396361,7.3,1
95.2,2173.0,1.15,0.92,0.63,6.26,0.2182385775774586,2.1180355062964296,5.9,0
95.5,2261.0,-0.15,1.22,1.05,6.11,-0.7154881829211874,1.861419090262576,6.6,0
75.1,2675.0,-0.84,-1.38,1.39,6.1,-0.5959941968198613,2.0295731204925023,6.3,0
95.6,2347.0,-0.42,1.17,-2.04,6.1,0.3650460559074526,1.7524638885130688,6.3,1
95.9,2408.0,-0.79,1.53,-1.98,6.15,-0.235357216932684,1.9864609224941128,6.2,1
75.0,2087.0,-0.41,-0.97,1.17,6.34,0.2062820802393776,1.1684669617344108,6.4,0
95.2,2100.0,1.27,0.62,0.47,6.29,-0.4024872695470221,2.5406022919861475,6.0,0
98.2,2431.0,-0.65,1.5,-2.0,5.87,-1.3117751106144129,2.458779587699076,6.8,1
81.4,2808.0,-0.68,-1.34,0.57,6.15,-0.6884846187091531,2.28489920418669,5.9,0
73.4,2923.0,-0.89,-1.33,1.36,6.05,0.7433562480738588,2.48154081266149,6.3,0
98.6,2389.0,-0.53,1.52,-1.9,5.93,-1.5211289351134112,3.9248795694491054,7.0,1
86.8,2610.0,1.57,0.47,-2.61,5.48,1.0570422776771449,2.027634449851537,6.7,1
94.5,2352.0,-0.97,1.56,-1.56,5.92,0.6262481138294458,3.657071216703647,6.3,1
99.3,2459.0,-0.75,1.45,-2.02,5.93,1.1842960818358814,1.5734696284048284,6.5,1
96.6,2270.0,-0.5,1.45,-2.03,5.74,-0.9291695389929248,3.2532587281096044,7.1,1
83.2,2602.0,1.55,0.26,-2.19,5.25,0.0874453747882835,2.2006238689661406,7.2,1
94.5,2487.0,0.22,1.82,1.8,6.8,-1.5456334978603328,2.492067479499781,6.9,0
87.4,2320.0,-0.29,0.64,2.09,6.46,-2.452044932409775,-0.8465195897230617,7.1,0
98.7,2356.0,-0.68,1.58,-1.92,5.62,-0.5284428789929039,2.086630027715988,7.2,1
96.3,2508.0,0.35,1.76,2.08,6.54,-0.8890823860427852,3.9427429223074872,6.9,0
89.6,1601.0,1.3,0.33,0.72,6.02,-0.1105940107620395,1.7863444214124635,6.0,0
87.3,1188.0,-0.87,0.51,-2.34,5.5,-1.605578360102568,2.31974531827327,6.9,1
90.9,2275.0,-0.08,1.48,1.53,6.1,-0.076608369921137,2.242448146356111,6.5,0
97.3,2428.0,-0.37,1.31,-2.14,5.52,-0.5175026912024099,3.612392067371572,7.3,1
81.4,2532.0,-0.32,-0.47,0.83,6.18,1.1381112460734122,3.4103215765539847,5.8,0
97.2,2425.0,0.5,1.42,1.87,6.5,0.3096628246980452,2.1748226230999004,7.0,0
86.9,2300.0,0.3,0.05,-2.04,5.85,1.114553098591921,1.1403439916945004,7.1,1
80.8,2489.0,-0.8,-0.96,1.95,6.54,0.2856758847484715,1.379117059802581,6.8,0
90.8,1707.0,0.94,0.53,0.56,6.14,0.524661304504904,3.931091218212524,6.2,0
87.4,2579.0,1.81,0.3,-2.44,5.46,1.7091342307898951,2.299057057486695,6.8,1
86.0,2582.0,1.53,0.42,-2.71,5.57,0.5316012323310213,1.6365679106763196,6.8,1
82.8,2752.0,0.58,-0.99,-1.62,6.07,-0.5920388061665487,2.960658813289532,6.0,1
92.6,2175.0,-0.19,1.43,-1.96,5.7,1.3321705268506403,1.305305985865668,7.1,1
93.0,2153.0,0.14,0.63,1.11,6.11,-0.6208941429680471,1.771052498129433,6.8,0
95.6,2507.0,0.56,1.66,1.88,6.75,0.0640390067722699,2.437592876829921,7.0,0
91.6,2393.0,-0.02,1.73,1.27,6.02,-0.6015474112450663,2.6737330535351025,6.4,0
79.2,2949.0,-0.73,-1.4,0.71,6.32,0.2689050136438921,1.695899677557664,5.6,0
93.4,2297.0,0.44,1.65,1.88,6.77,-0.7172506021862189,3.2286250168314,6.8,0
87.0,2638.0,1.1,0.07,-2.69,5.55,-0.2836846500672045,1.153357472364743,6.7,1
96.4,2242.0,-0.42,1.52,-2.03,5.9,-0.8161611017166762,2.023681295575158,7.1,1
95.5,2286.0,-0.41,1.53,-2.06,6.02,1.0597396723281218,3.191167619053747,6.1,1
91.0,2368.0,0.3,0.41,-2.29,5.64,0.2863316878053128,3.712000906448389,7.1,1
90.5,2292.0,-0.05,1.54,1.58,6.12,1.173243929348588,3.910817310816417,6.5,0
81.2,3037.0,-0.97,-1.45,0.64,6.15,-0.7443203431118196,1.169284932184758,5.6,0
84.0,2254.0,0.6,-0.12,-1.97,5.64,-1.0645808225332387,3.4843243302601805,7.0,1
94.9,2431.0,-0.57,1.45,-2.03,5.29,0.2044529436808432,2.29613995822624,7.3,1
79.4,2779.0,-0.8,-1.35,0.81,6.1,-0.1164094514440092,0.7004073852352288,5.8,0
97.8,2624.0,-0.32,1.25,-2.06,5.32,0.1270284797563506,2.937536118150788,7.3,1
97.2,2383.0,-0.84,1.33,-1.54,5.79,0.5288401998923506,2.836334123029701,6.3,1
94.6,2215.0,1.42,0.91,0.74,6.37,0.0477318135042759,2.0552670015052805,5.9,0
83.2,,1.44,0.43,-2.45,5.47,0.903893227692406,0.967783335377692,6.9,1
81.7,2391.0,-1.34,-1.11,2.04,6.55,-0.3488266883946891,0.7000466359253297,6.9,0
87.8,2374.0,0.34,0.48,-2.16,5.86,0.3622904033937714,2.2272406637401905,7.2,1
81.1,2680.0,0.88,-0.97,-2.13,5.7,-1.430448813499703,1.763387431256776,6.6,1
96.5,2306.0,-0.68,1.3,-2.1,5.9,-0.0118154445592446,2.593654979842837,6.2,1
86.6,2444.0,-0.55,0.28,1.58,6.17,-0.0084624889606964,2.6154536168066094,6.3,0
86.4,2473.0,0.09,0.66,1.48,6.12,0.1010449421029469,2.821885730902085,6.3,0
95.8,2408.0,-1.23,1.02,-2.03,5.48,0.0228230461519838,2.73987612670104,7.3,1
96.8,2380.0,-0.27,1.45,-1.97,5.77,0.8752447738897213,1.2974576687481982,7.2,1
85.8,2606.0,1.31,0.33,-2.44,5.23,1.437618882024848,1.0585638404030924,6.6,1
96.8,2307.0,-0.6,1.45,-2.15,5.9,0.8149323560479693,3.2785868613846487,6.2,1
98.6,2472.0,-0.5,1.51,-1.84,5.89,-0.2704656702795832,0.7297918711749609,7.2,1
99.2,2312.0,-0.43,1.42,-1.83,6.01,0.0017464851294858,2.668461271316051,6.9,1
95.7,2295.0,0.41,1.49,2.11,6.58,0.141500441517973,2.5016877318404305,6.7,0
96.5,2496.0,-0.52,1.29,-2.02,5.46,0.266535701162058,3.2571885628525714,7.2,1
96.5,2446.0,-0.56,1.75,-1.98,5.91,-0.9876455004994726,2.901585431305191,6.1,1
81.0,2296.0,-1.11,-0.87,2.12,6.59,0.721478429049095,2.002307757287751,6.8,0
84.5,2259.0,-0.54,-0.8,0.46,6.03,-0.2421202918592865,2.0525323619600337,5.8,0
86.7,1358.0,0.82,0.21,1.44,5.83,0.9263780145880052,2.0157381614216816,6.8,0
95.8,2477.0,-0.61,1.18,-1.95,5.56,-0.5866024180708864,3.4735739781603927,7.1,1
82.4,2651.0,0.75,-1.04,-1.8,6.01,-0.9217432983986876,1.1526022811176508,5.4,1
93.6,2350.0,0.45,1.32,1.24,5.94,0.1101398305200735,3.276490025668044,6.4,0
96.3,2303.0,-0.56,1.63,-1.99,5.84,-1.8358396743991108,3.5374488357226257,6.8,1
96.7,2447.0,-0.93,1.35,-1.8,5.96,-1.002340649638073,2.6800688688378216,6.1,1
78.8,2519.0,1.05,-0.96,-1.88,6.19,0.4660439071788501,2.2071617725860246,6.6,1
83.2,2337.0,0.41,-0.25,-1.94,5.87,0.4342091527944786,1.1906759208099902,7.1,1
83.4,2568.0,1.77,0.0,-2.0,5.27,0.5430085765508618,2.1939792260841715,7.2,1
81.3,2398.0,-0.95,-0.81,1.91,6.49,-0.9737494789914556,0.269986132568083,6.8,0
87.8,2478.0,-0.52,0.47,1.51,6.08,-0.2100111228498349,-0.0391493124519655,6.5,0
83.9,2314.0,0.45,0.15,-2.12,5.84,-0.4044596794608437,2.559895067941836,7.2,1
97.4,2367.0,-0.65,1.5,-2.09,5.92,-0.5339385048843361,3.300642139367401,7.1,1
94.1,,1.44,0.54,0.63,6.15,0.6478092686934993,2.0871885766821228,6.1,0
89.4,2206.0,0.03,1.44,1.68,6.17,0.4443395986553565,2.0526314639479715,6.5,0
94.4,2221.0,-1.39,0.29,-2.27,4.98,-2.00207701330044,3.1401360626625814,7.0,1
94.4,2305.0,-1.36,0.54,-1.89,5.07,-1.2446336882886178,2.899666305528281,7.2,1
96.3,2244.0,1.35,0.53,0.87,6.22,-1.0945715645422749,1.6072688122002716,6.0,0
92.6,2428.0,0.06,1.56,1.54,6.1,1.2165137120036524,0.8083561988896736,6.5,0
86.1,1680.0,0.83,0.96,2.41,6.41,1.215595534226524,2.800700072652515,6.8,0
84.0,2672.0,1.39,0.03,-2.23,5.17,0.4883516736846414,1.4677780809212306,7.3,1
96.6,2359.0,-1.19,0.91,-1.95,5.46,-0.6078706128254758,2.8901773554512804,7.1,1
87.9,2448.0,-0.33,0.65,1.56,6.11,-0.0113529607713413,1.87554489925174,6.9,0
95.4,2231.0,1.34,0.93,0.91,6.16,0.4208566425183969,2.2869357800259182,5.5,0
93.1,2437.0,-0.58,1.08,-2.19,5.41,0.0400333903262295,3.1286836545297234,7.1,1
94.5,2100.0,1.25,0.64,0.91,6.23,0.795137731706622,2.76495434794288,6.0,0
96.3,2492.0,-0.98,1.53,-1.89,5.82,-1.0219115700182693,2.0231394776518,6.3,1
89.2,2212.0,-0.17,0.74,2.13,6.58,-0.4276516641710844,1.429654193977454,6.7,0
81.8,2400.0,-1.5,-1.02,1.99,6.54,-0.5646654556946658,-0.5603600161533064,6.8,0
98.4,2369.0,-0.84,1.7,-1.96,5.84,-0.8668242244717127,2.29976177495645,6.8,1
81.2,2596.0,0.54,-0.62,-1.88,5.59,-0.7820075951862651,1.5184200861104702,7.3,1
74.4,2235.0,0.01,-1.24,0.86,6.31,-0.0187176766655729,0.2555433796576585,6.5,0
94.6,2209.0,-1.6,0.14,-2.28,5.64,-0.3635213759015534,0.564121823201265,7.0,1
85.1,2657.0,-0.73,-0.13,1.35,5.97,-0.9602535329218364,1.5354350516145794,6.7,0
96.5,2357.0,-0.74,1.69,-2.27,5.85,-0.6246252984233583,3.944537508377004,6.1,1
74.8,2451.0,-0.91,-1.69,1.17,6.29,0.2799778373994404,1.6459263713188834,6.4,0
87.8,1736.0,0.98,0.81,2.31,6.39,0.097737487459559,0.3291670593970888,7.2,0
94.0,2147.0,0.21,1.15,1.05,6.17,0.0068458857522576,3.641527827118984,6.5,0
95.6,2430.0,-0.7,1.22,-1.96,5.54,0.1224525234379744,3.3639494437931114,7.2,1
96.7,2574.0,-0.78,1.19,-1.9,5.28,-0.4986553734806739,3.5008184171515584,7.2,1
89.1,1683.0,1.42,0.36,0.73,5.94,-0.1179221932658078,0.0331705801442194,6.2,0
92.8,2130.0,-0.44,1.27,-2.1,5.71,0.1822354919912105,3.339264563486399,7.0,1
84.8,2458.0,0.44,-0.19,-2.23,5.73,-0.2590417377164073,3.579666966549995,7.2,1
96.2,2421.0,-0.65,1.36,-1.9,5.7,-0.1320967915825061,3.266895439787121,7.1,1
96.5,2611.0,-0.56,1.52,-1.96,5.51,-0.2887024323537095,2.1718653219262904,7.3,1
80.9,2547.0,0.22,-0.52,-2.03,5.52,0.2656947348887958,2.4726120387860435,6.8,1
87.7,2526.0,0.44,0.12,-1.95,6.12,1.351442659049431,1.774281645357112,6.3,1
83.7,2434.0,1.62,0.63,-2.52,5.51,-0.0381332817668989,2.979644537372424,6.8,1
91.1,2435.0,0.11,1.47,1.73,6.23,-0.4363795927438687,2.364438109259976,6.5,0
79.8,2668.0,-0.61,-1.37,0.89,6.2,-0.8522264712750449,-0.0297922273633384,5.8,0
87.1,2311.0,0.46,0.42,-2.1,5.53,0.599625067183035,0.7307971603960306,7.1,1
89.5,2401.0,-0.16,1.67,1.71,5.97,0.2261581991682156,1.3386283351484003,6.7,0
98.3,2202.0,1.2,0.87,0.64,6.33,1.0471725593569274,3.250763086498847,5.8,0
96.6,2488.0,0.3,1.47,2.07,6.74,-1.2183443407629355,1.7718678757797228,7.0,0
98.2,2512.0,-0.64,1.52,-2.35,5.76,-0.3482249415351982,2.8651500714994595,6.6,1
84.5,2663.0,-0.11,-0.46,0.65,6.08,-1.2997030214326444,1.4953147298835026,6.0,0
96.9,2495.0,0.33,1.63,2.02,6.57,-0.6898294503291216,2.531715470388253,7.0,0
94.6,2448.0,0.38,1.47,2.0,6.73,-1.018613602217797,2.5540612961521947,7.0,0
95.9,2549.0,-0.74,1.2,-1.92,5.38,-0.2001542273312142,2.8399777240658457,7.4,1
97.3,2527.0,0.34,1.57,2.01,6.73,-0.110879194433534,3.129115418127253,6.9,0
87.8,2512.0,0.27,0.45,-1.98,5.4,1.0243068302152891,1.6831229253820776,7.1,1
82.5,2420.0,-1.33,-1.11,2.1,6.49,-0.3474623064479114,-0.5652001696728384,6.8,0
88.0,2444.0,-0.3,0.53,0.64,5.84,-0.8436622590918883,1.8861086427431368,6.0,0
93.7,2204.0,-1.35,0.78,-1.88,5.13,-0.198045814128839,3.147450588987375,7.3,1
94.3,2437.0,0.33,1.75,2.27,6.79,0.291958349092025,4.120468604954636,6.4,0
91.5,2509.0,0.24,0.45,-1.8,5.34,1.031035666269842,3.3436249538424176,7.2,1
82.2,2686.0,0.8,-0.8,-1.96,5.62,0.8498390656045883,1.4752774918044018,7.1,1
84.5,2318.0,0.8,-0.16,-2.22,5.99,0.3432455510004487,1.3951103454688405,6.8,1
97.8,2331.0,-0.66,1.4,-2.08,5.99,-0.631771711284372,3.0357526501670167,6.5,1
95.7,2572.0,0.37,1.59,2.03,6.78,-0.4525457145356987,2.9405621316952057,6.9,0
91.3,2227.0,-0.09,1.45,1.36,6.11,0.2023163756842174,2.910577633279103,6.4,0
79.4,2349.0,-1.18,-0.97,2.24,6.56,1.3777007537774315,1.7193313055969277,6.6,0
86.4,2479.0,0.75,0.59,-2.08,5.23,0.0993553096043765,2.9217129633029866,6.7,1
79.3,2679.0,-0.91,-1.04,2.09,6.65,0.1535495614313912,1.979389827424317,6.6,0
88.5,2579.0,0.4,0.02,-2.13,6.04,1.6232082800506298,0.0998912555480973,6.1,1
95.2,2330.0,0.5,1.42,2.21,6.48,0.8907403891971213,2.009908130182681,6.9,0
87.0,2451.0,0.1,0.34,2.1,6.55,-1.067160636671267,0.5439711241450791,6.7,0
92.9,2548.0,0.34,1.0,-2.09,5.99,0.3670774488707299,3.1338657825313225,6.3,1
93.4,2455.0,0.49,1.54,2.16,6.67,0.6118003792298865,3.4871656563373405,6.8,0
91.6,2508.0,0.22,1.09,-2.4,5.97,0.1552009733650943,2.2123659955508668,6.3,1
89.0,2433.0,0.54,0.05,-2.32,5.92,0.8505483909112037,1.9995894271830128,6.5,1
96.6,2354.0,-0.57,1.64,-1.95,5.82,0.8074635449889317,2.925041638702312,7.1,1
96.4,2175.0,1.18,0.83,0.73,6.25,1.0999413819460315,2.5823641585779065,5.9,0
92.4,2144.0,1.3,0.91,0.63,6.22,1.5397852319129042,3.564668899412468,5.9,0
92.2,2120.0,-0.04,0.79,1.3,5.88,-0.1085942862269361,1.858146969309811,6.5,0
98.3,2312.0,-0.48,1.58,-1.79,5.73,-0.4944168504642082,3.3982846267245104,7.2,1
97.9,2277.0,-0.6,1.45,-2.08,5.72,-1.059919522971764,3.9354997587259897,7.1,1
96.7,2629.0,-0.57,1.38,-1.84,5.41,-0.7034284706027686,2.8761491994917225,7.0,1
83.3,2430.0,1.27,0.21,-2.7,5.57,-1.143139564468144,2.483606475484774,6.9,1
96.1,2385.0,-1.06,0.85,-2.15,5.15,0.2998184827508514,2.136821167838656,7.1,1
81.7,2434.0,-1.34,-1.32,2.08,6.41,-0.3124847134506578,-0.983012691919794,6.9,0
96.9,2381.0,0.36,1.49,2.19,6.66,0.5800186286546786,4.223992057241167,7.2,0
85.1,2424.0,-0.29,0.38,2.05,6.72,-1.0082253944701414,2.5045570416514904,6.6,0
86.8,2489.0,0.57,-0.18,-2.23,5.69,0.1287192656060576,3.223917201289728,7.1,1
83.3,2373.0,0.44,-0.13,-2.1,5.8,-0.0008553011305215,0.3378052270910854,7.1,1
97.1,2393.0,-0.9,1.39,-2.0,5.84,-0.3151055379390495,3.0707283557774665,7.0,1
96.6,2434.0,0.59,1.52,2.11,6.64,-0.0378667270056631,2.9043680214693848,6.7,0
97.7,2336.0,-0.74,1.35,-2.07,5.62,-0.3031783598872125,1.877772597144956,7.4,1
88.1,1969.0,0.96,1.17,2.3,6.45,0.9028389455248482,1.563062766344406,6.7,0
89.3,2187.0,-1.01,0.97,-2.09,5.72,-1.8588505174925696,2.1501133678362727,7.5,1
98.2,2501.0,-0.66,1.58,-1.64,6.0,0.8058562461565191,3.2728910472569366,6.7,1
96.2,2367.0,-0.44,1.59,-1.97,5.85,0.2758116241006197,2.46141507334209,6.9,1
95.2,2265.0,1.36,0.94,0.65,6.42,0.5287552381774014,2.072524796455454,5.9,0
97.5,2518.0,-1.29,0.89,-2.0,5.38,-0.3126952169111414,1.9619025602346645,7.2,1
95.2,2400.0,-1.41,1.02,-2.07,5.46,-0.1100955487393493,1.7161796088049537,7.5,1
87.7,1983.0,1.25,1.04,2.06,6.53,0.2458560552303781,2.6841408169569148,7.0,0
82.1,2706.0,0.76,-0.6,-2.11,5.47,0.5003808853623891,2.2912198476024246,7.1,1
89.5,2427.0,-0.2,0.6,2.07,6.49,-1.988427983219456,0.2834225903365976,7.1,0
74.7,2511.0,-0.69,-1.55,1.26,6.28,1.0039882191352691,2.523555256824782,6.2,0
84.8,2369.0,0.24,0.24,-2.04,5.75,1.139729647043389,3.794078863332599,6.9,1
93.5,2117.0,0.21,1.26,2.13,6.64,0.4477445392992437,3.369314168067886,6.8,0
87.7,1744.0,0.9,0.71,2.37,6.33,0.5350506552214523,0.4151217930754425,6.8,0
82.3,2805.0,1.1,-1.07,-1.91,6.07,0.8968675841846566,0.3521802949073445,6.1,1
94.1,2201.0,1.2,0.77,0.68,6.46,0.2698404472298968,3.4741518493069767,5.9,0
95.8,2301.0,-0.58,1.52,-1.7,5.89,0.5048287743679524,2.899958465782636,7.1,1
95.4,2352.0,-0.27,1.61,-2.22,5.96,-0.139910708188482,2.719045364493546,6.8,1
95.0,2477.0,-0.64,1.27,-2.07,5.49,-1.96684821528946,3.23308182298903,7.8,1
92.8,2689.0,0.41,0.56,-2.09,5.27,0.2548759654072282,3.105550099073845,7.2,1
88.9,2125.0,0.15,1.55,1.63,6.07,0.4970610475875482,2.270425350085288,6.7,0
82.8,2338.0,-0.9,-0.95,2.0,6.59,-0.3684333956789134,-0.443621746054986,6.9,0
91.9,2252.0,-0.24,1.09,1.16,5.94,-0.4711821965878567,1.8296422922693432,6.8,0
92.2,2288.0,-0.22,1.37,1.2,6.3,-0.0449941570508203,2.99157119957291,6.5,0
97.3,2466.0,-0.68,1.46,-1.9,5.9,0.3599293837839161,4.027414792283517,7.1,1
87.2,1724.0,0.92,1.15,2.42,6.39,1.1163883272167197,2.7264523397672376,7.0,0
88.8,2391.0,0.0,0.68,1.02,6.04,-0.7817813617602396,0.6936278425644096,6.0,0
76.3,2947.0,-0.79,-1.59,0.96,6.32,0.4105986244312778,1.9088614207602568,6.6,0
85.6,2470.0,-0.6,0.65,1.73,6.13,-1.7565437026412982,0.9928870064285084,7.0,0
97.4,2440.0,-0.82,1.39,-1.76,5.93,-0.8215041953122071,4.017677714868402,6.3,1
86.3,2448.0,0.28,-0.18,-1.53,5.86,2.0475318511934755,-0.2699517913214522,6.2,1
95.9,2142.0,1.32,0.71,0.45,6.16,0.5686794282371972,3.153512959391561,6.1,0
95.4,2485.0,-0.68,1.02,-2.17,5.12,0.3270597359608462,3.4089340808662545,7.0,1
96.3,2414.0,-0.85,1.51,-1.75,5.95,0.5423588195543757,2.2851809771652603,6.4,1
85.2,2005.0,-0.12,1.11,-2.13,6.03,0.1732246678909767,3.5720098667872344,6.8,1
97.7,2304.0,-0.78,1.73,-2.21,5.9,-0.6154208800281306,2.9129060050419286,6.1,1
81.9,2835.0,1.24,-0.97,-2.02,5.47,-0.1014108307202632,1.6129476597896235,6.8,1
96.2,2390.0,-1.37,0.73,-1.93,5.48,0.4011625641702132,2.907870575197085,7.2,1
95.2,1967.0,1.52,0.66,0.32,6.23,0.3939183936650253,2.1397660694083496,5.9,0
90.1,1693.0,1.37,0.4,1.38,6.13,-0.3070006267113219,1.3162098859128637,5.7,0
79.7,3020.0,-0.8,-1.39,0.44,6.25,-0.1103223716171852,2.885498913711781,5.8,0
96.8,2428.0,-0.59,1.11,-1.99,5.51,0.0426054122170537,3.938195588429101,7.3,1
95.5,2441.0,-0.5,1.22,-1.97,5.55,0.9738548313679136,1.9382998399520064,7.2,1
85.8,2634.0,1.48,0.55,-2.65,5.63,-1.47040497116989,3.1453449897398973,6.8,1
93.4,2428.0,0.12,1.4,2.26,6.73,0.2392983467236926,2.577914871159742,6.9,0
74.1,2374.0,-0.26,-1.18,1.5,6.29,-0.4810986007445348,1.7331894121263387,6.3,0
82.5,2626.0,0.53,-1.25,-2.02,6.14,0.3162748012898019,1.6368337463576288,6.0,1
86.3,2185.0,0.25,0.2,-1.99,5.9,1.1851583639766998,1.3361893052644924,7.1,1
98.4,2251.0,-0.65,1.39,-1.98,5.86,-0.9166985444554528,2.5263376976270213,7.1,1
85.8,2252.0,0.42,0.26,-2.16,5.89,-0.6610005311571495,2.098364735444226,7.1,1
90.4,1684.0,1.11,0.67,0.53,6.4,-0.2615867242817369,0.1767622797578709,5.6,0
99.1,2363.0,-0.43,1.58,-1.91,5.9,0.7039823682100061,2.6114715588905497,7.2,1
84.1,2634.0,1.66,0.25,-2.58,5.5,0.40916486215656,1.6373997548826034,6.9,1
97.1,2407.0,0.24,1.41,2.06,6.46,-0.293981344844088,3.258130391810041,7.0,0
90.1,1634.0,-1.26,0.72,-1.83,5.76,-0.1708356599193905,1.2804600965614277,6.5,1
89.9,2528.0,0.32,-0.2,-1.95,5.84,-0.0838657679822769,1.4507188708559924,6.4,1
84.0,2681.0,1.34,-0.08,-1.95,6.12,0.9628372368651664,1.3686131378992623,7.1,1
87.7,2172.0,-1.44,1.02,-2.17,5.69,0.6745422063320028,1.0876753970453543,7.1,1
94.5,2293.0,-0.28,1.57,-2.04,6.08,-0.8140430040853593,3.1527021318067705,7.0,1
93.3,1879.0,-1.23,0.24,-2.12,5.63,0.9556740855581648,1.3738746547700598,6.8,1
93.7,2217.0,-0.02,1.29,1.1,6.14,-0.5410022819500594,2.577655320397899,6.6,0
