release_speed,release_spin_rate,pfx_x,pfx_z,release_pos_x,release_pos_z,plate_x,plate_z,release_extension,p_throws
78.2,2834.0,-1.15,-1.35,0.85,6.0,0.4542542727198446,2.7377483677372814,5.7,0
93.9,2203.0,1.5,0.83,0.69,6.35,0.7943334857315656,2.477678790068656,5.9,0
96.0,2433.0,0.34,1.59,2.11,6.69,-0.17555359159005,1.8714470361705424,6.9,0
94.0,2266.0,0.0,1.14,0.85,5.95,-1.7039093484892334,1.910696126942384,6.8,0
92.0,1675.0,1.25,0.62,0.33,6.3,-0.534353463303779,1.80065297205918,6.1,0
98.4,2363.0,-0.4,1.14,-2.19,5.7,0.174517524277613,2.723651181331101,6.8,1
83.7,2404.0,0.6,-0.31,-2.17,5.78,-0.0621505783438624,0.7637033717866224,7.0,1
86.0,2569.0,0.71,0.3,-2.1,5.42,0.8672196356120807,1.6952943116337411,7.4,1
82.5,2392.0,-0.67,-0.54,2.13,6.7,-0.0512909446914638,1.427677794038443,6.8,0
81.7,2818.0,0.76,-0.97,-2.03,5.5,-1.0680893163308092,1.6037486793898856,6.9,1
78.8,2826.0,-0.69,-1.39,0.86,6.25,0.0827648352837939,1.986415281778206,5.7,0
73.4,2531.0,-0.37,-1.0,1.17,6.32,0.967561768310724,1.6789941385585472,6.3,0
95.9,2542.0,-0.41,0.99,-1.75,5.18,0.8768293709892645,2.401917754423991,7.4,1
90.2,2407.0,-0.17,1.66,1.66,6.16,-1.053730292009076,2.056636829639736,6.5,0
83.8,2882.0,1.25,-1.6,-2.05,5.96,0.8686041431744307,0.4191861291603205,6.4,1
98.7,2563.0,-0.55,1.68,-2.01,5.95,0.1492059239283419,1.5106574563420052,7.1,1
98.7,2322.0,-0.3,1.25,-2.03,5.86,-0.1170245140978406,2.253050421430129,7.0,1
70.7,2063.0,-0.06,-1.29,1.28,6.41,0.7356291814216884,4.883743397073963,6.3,0
95.8,2183.0,1.36,0.97,0.56,6.31,0.5358894703495407,2.840718337624811,5.8,0
98.1,2586.0,0.62,1.5,2.08,6.51,1.3100934798478516,1.4140200405075891,7.0,0
87.3,2755.0,-0.05,-0.14,0.77,5.95,-1.7746126307149757,-0.5928373860893492,6.0,0
97.8,2447.0,-0.59,1.77,-2.17,5.8,0.1623149528924359,3.046945328220833,6.7,1
88.9,2155.0,0.34,0.38,-2.12,5.69,0.5340749529854921,2.049870477953003,7.2,1
82.2,2741.0,0.9,-0.92,-1.95,5.48,0.8298940289787949,0.8998078369118057,7.1,1
98.5,2293.0,-0.4,1.47,-1.8,5.85,-0.1347844089309585,2.4915658970161667,7.1,1
96.4,2412.0,0.35,1.54,2.05,6.47,-0.8298859707642805,1.657048104908333,6.8,0
78.2,2849.0,-0.71,-1.49,0.9,6.22,-0.1951693259554117,1.334515551523312,5.8,0
85.6,2386.0,0.62,-0.2,-2.03,5.86,0.2664673457987479,2.147539565518012,7.1,1
79.9,2930.0,-0.49,-1.27,0.98,6.28,-0.4451097787621754,1.4291871875961784,5.6,0
97.6,2474.0,-0.73,1.76,-1.55,5.81,1.2174701489345223,2.9115690276562454,6.0,1
95.4,2201.0,1.27,1.01,0.64,6.33,0.6859559187265912,2.678760502895104,5.8,0
95.3,2152.0,1.4,0.84,0.43,6.33,-0.1208709707612725,2.7866254247100244,6.0,0
91.9,2426.0,0.12,0.86,-1.94,5.59,0.4532033975843537,2.804158772176184,6.9,1
87.7,2341.0,-0.38,0.81,1.47,6.19,-0.8293592656087585,2.8454472514211795,6.3,0
85.5,2240.0,0.34,0.3,-2.14,5.72,-0.1559234302192754,2.081524465114396,7.3,1
95.5,2442.0,-1.16,0.61,-2.0,5.15,0.2062722393391143,3.3674851516768785,7.5,1
96.4,2328.0,-0.71,1.45,-1.78,5.94,-0.8444346493515541,3.6235035907454254,6.5,1
89.3,2322.0,-0.1,0.81,2.15,6.65,-0.3203996166138695,-0.1463952747243369,7.0,0
87.5,2488.0,-0.18,0.27,0.69,5.94,-2.882073765754913,-0.5516167219282044,6.0,0
92.7,2022.0,1.31,0.81,0.8,6.29,0.7775370143439744,3.5978057471980884,5.7,0
96.5,2331.0,-0.31,1.52,-1.97,5.85,1.7120917733758088,2.3629788251151056,7.1,1
93.4,2200.0,1.09,0.78,1.19,5.89,-0.2672593015062805,3.636588440573304,6.5,0
94.6,2359.0,-0.62,1.36,-2.12,5.9,0.4349815982835825,2.04683217197508,6.5,1
89.8,1634.0,1.11,0.42,0.88,6.07,0.6865115790486767,1.1238271406500715,6.0,0
97.8,2299.0,-0.71,1.53,-2.1,5.75,-1.0845742368333902,3.555496621380831,6.9,1
79.5,2620.0,0.66,-0.96,-2.12,5.46,0.0764449915959462,0.9247202400426232,7.2,1
90.2,1668.0,-1.48,0.82,-1.9,5.8,-0.3451903085224341,2.353966440951601,6.7,1
84.3,1661.0,1.16,0.44,2.41,6.45,1.5153383719838067,1.7101098908500658,7.1,0
95.9,2212.0,1.22,0.75,0.57,6.07,-0.2643437048820172,1.408436212966376,6.0,0
83.6,2498.0,0.52,0.03,-2.03,5.94,0.5921109219392573,1.264678532572809,7.1,1
86.4,2589.0,-0.73,0.02,1.12,5.81,-1.327372243047935,0.384889183261432,6.6,0
95.7,2481.0,-0.43,1.56,-2.12,5.95,-0.7964808438787582,1.772604835309683,6.9,1
97.8,2509.0,-0.25,1.5,-2.06,5.99,0.8805558845989654,1.9549105754920413,7.0,1
95.7,2501.0,-0.57,1.42,-1.86,5.13,-0.0355074111235966,2.401902159506484,7.2,1
81.0,2965.0,-0.83,-1.39,0.66,6.18,0.6646209041797674,3.1346078695482795,5.8,0
84.8,2321.0,0.35,0.22,-2.04,5.86,-0.1583401212137612,2.048147925306122,6.9,1
96.5,2563.0,-0.75,1.23,-1.79,5.57,-0.278218505153864,2.711140055163209,7.6,1
78.5,2789.0,-0.55,-0.82,0.92,6.21,-0.1939020494597595,1.8322012047095355,5.8,0
96.1,2259.0,1.42,0.94,0.42,6.22,0.95432830504696,2.7937743920357443,6.0,0
93.4,2496.0,0.25,0.57,-2.27,5.87,0.7017293032335219,1.040257114744074,6.4,1
96.4,2398.0,-0.64,1.46,-1.7,5.96,-1.3814660921834152,3.3203900156109274,6.1,1
90.4,1731.0,1.28,0.35,0.5,6.21,0.3565902145168347,1.8727924551336184,6.0,0
93.0,2323.0,0.21,0.58,-2.18,5.51,0.9523501507875132,0.9817482670216502,7.1,1
87.6,2297.0,-0.24,0.34,1.68,5.95,-0.4609141929038562,2.343511480730476,6.3,0
97.5,2245.0,-0.26,1.32,-2.01,5.69,-0.3392093921497176,2.6852954318618627,7.0,1
95.2,2112.0,-0.16,1.16,-2.2,5.53,-1.9714298588391943,3.696117412581089,7.1,1
95.1,,1.2,0.84,0.29,6.15,1.3838896444436135,3.061169653185781,6.0,0
97.6,2265.0,0.05,0.95,-2.11,5.67,-0.0271566243314785,3.5250836776946137,7.0,1
94.4,2418.0,-0.95,1.53,-1.59,6.04,-0.2733570428358916,3.32029266840202,6.0,1
95.7,2312.0,-0.76,1.56,-2.08,5.94,-0.4653439083431024,3.2112335262312395,7.1,1
77.8,2664.0,0.94,-0.85,-2.11,5.5,-0.6150507788251997,2.304866137581643,6.9,1
89.7,2232.0,-0.23,0.55,2.1,6.5,-0.7986255536985636,1.8034539672137853,6.9,0
95.2,2343.0,-0.33,1.51,-2.05,6.04,0.1520218999177067,2.292898082702317,6.7,1
73.7,2411.0,-0.19,-1.18,1.16,6.43,1.242769974968718,3.309382418950629,6.1,0
88.9,1644.0,1.32,0.36,0.95,6.14,0.7741142717905952,3.610541954704696,5.7,0
93.8,2420.0,0.23,0.85,-2.13,5.9,0.9532642415215878,3.225257659801287,6.2,1
94.0,2323.0,0.31,1.55,2.16,6.56,1.095208704843305,3.3578661386149937,6.9,0
86.3,2478.0,0.56,-0.07,-2.38,5.98,-0.1387194026692399,2.367460830782965,6.6,1
81.0,2464.0,-1.46,-0.9,1.87,6.62,-0.95420850635552,0.5314427937889921,6.6,0
73.8,2242.0,-0.43,-1.4,1.13,6.38,0.4022430856544726,3.787424279738686,6.1,0
85.3,1291.0,1.07,0.25,1.54,5.65,0.6983349432830984,2.5003743991893392,6.6,0
97.3,2266.0,-1.58,0.49,-2.02,5.47,-0.4860312702189004,1.3283668158581907,7.0,1
96.3,2368.0,-0.5,1.61,-2.14,5.99,-0.2179680524507721,2.046379301214296,6.4,1
79.6,2699.0,-0.47,-0.69,0.87,6.25,-0.5587469541609595,2.501633639384266,5.6,0
74.3,2850.0,-0.82,-1.51,1.57,6.03,0.0754295389973515,1.1129382009041675,6.5,0
89.1,2510.0,0.38,0.3,-1.92,5.78,1.1620464751106725,1.2151105942220846,6.6,1
97.0,2527.0,-0.85,1.32,-2.07,5.59,0.1992370175184495,2.7701928255141923,7.1,1
96.9,2472.0,0.43,1.51,2.16,6.48,-0.6825284040397709,0.9283854817536082,6.9,0
89.8,2375.0,-0.53,1.52,1.45,6.15,-1.0122780113274252,2.3201284420931105,6.8,0
95.7,2298.0,-0.44,1.67,-2.16,6.11,0.1158634287301415,2.3157291237753146,6.3,1
90.9,2375.0,-0.29,1.48,1.43,6.18,-0.671834104297712,3.2025451695467537,6.3,0
83.6,2654.0,1.26,0.44,-2.08,5.36,0.6660246772305674,1.9600090518725728,7.2,1
92.2,2751.0,0.5,0.37,-1.92,5.43,1.0494460142743096,1.6189306578615554,7.3,1
95.2,2339.0,0.51,1.08,2.06,6.64,-0.9314167496060278,2.262693991316417,7.2,0
99.0,2425.0,-0.62,1.61,-1.93,5.8,0.5298433225478534,3.641574921328951,7.0,1
95.9,2590.0,-0.65,1.44,-1.9,5.47,-1.293552979593921,2.461684263782479,7.5,1
84.5,1612.0,1.08,0.14,1.54,5.76,0.7784855571448941,2.581595122726372,6.5,0
96.5,2356.0,-1.33,0.69,-2.09,5.24,-1.11005634337504,1.7659517013214752,7.3,1
96.2,2324.0,-0.36,1.07,-2.3,5.82,-0.0750171255641792,2.5983104636618988,6.8,1
86.0,1699.0,1.13,0.81,2.51,6.33,0.8260629530758434,1.9018696625787817,6.8,0
98.1,2352.0,-0.54,1.37,-1.86,5.78,-0.5516816751798707,3.0830288593974107,6.9,1
91.0,1613.0,-1.05,0.9,-2.06,5.23,-0.1506125741166823,0.0413531598627199,7.4,1
87.0,1851.0,1.16,0.82,2.18,6.55,0.4981353282910019,0.858590650371337,7.0,0
96.3,2383.0,0.63,1.64,2.16,6.57,1.3836800812086365,3.1312140011306444,6.9,0
95.9,2273.0,1.25,0.89,0.57,6.03,-0.6811716336388891,1.5060931659260464,5.9,0
86.5,2399.0,0.4,0.08,-2.02,5.61,0.5378901709393813,1.8107310623376915,7.1,1
95.0,2304.0,0.53,1.59,2.07,6.62,1.1432380557177864,2.880085055503376,6.9,0
96.3,2345.0,-0.61,1.49,-2.19,5.92,-0.1121588378803275,2.8724063897582504,6.5,1
90.6,2293.0,0.15,1.28,1.67,6.09,-0.661339206277145,3.199975609462945,6.4,0
97.3,2456.0,-0.91,1.59,-1.65,6.01,-0.3979058878843242,3.87984324795121,6.5,1
96.9,2476.0,0.31,1.5,2.1,6.56,1.4208375643119024,4.258440302913545,6.8,0
78.9,2051.0,-1.03,-0.88,2.24,6.68,-0.2107565175938108,-1.0098448507871547,6.9,0
88.0,1417.0,-1.31,0.72,-1.8,5.76,-0.1041571161229044,1.0328336959537487,6.5,1
94.8,2151.0,1.19,0.77,0.36,6.21,0.4809296756706998,2.6055609272966995,5.8,0
89.6,2339.0,0.13,1.42,1.83,6.13,0.0864253558733702,3.4370224727376777,6.3,0
92.1,2621.0,0.0,0.82,-1.97,5.48,1.001094363548292,2.844151033378922,6.9,1
97.5,2479.0,-0.79,1.34,-2.14,6.06,-1.1955428013332037,2.697610337226513,6.4,1
94.2,2408.0,-0.47,1.41,-1.88,5.74,0.8810457663803648,2.3364081727541697,7.0,1
97.8,2240.0,-0.2,0.95,-2.25,5.58,0.2224148737556067,2.680069634170322,6.8,1
96.4,2225.0,-0.65,1.37,-2.11,5.75,0.5923385763207416,2.1211468115961,7.0,1
72.5,2316.0,-0.29,-1.16,1.51,6.33,1.3716366121975143,3.37377979350352,6.3,0
88.7,1773.0,1.17,0.73,2.37,6.68,1.567908312426016,0.8138817319271596,6.7,0
94.9,2246.0,-0.42,1.62,-1.84,6.02,0.5387566821036198,3.5702167655157293,6.2,1
88.3,2683.0,-0.12,0.03,0.73,6.11,-1.802097237860261,-1.0549476227097627,6.1,0
98.7,2369.0,-0.71,1.68,-1.91,5.81,-0.1375012468881122,2.83952476577456,7.1,1
89.8,1611.0,-1.36,0.64,-2.0,5.74,-0.7816854014418997,2.493257024205373,6.6,1
85.4,1710.0,0.7,0.84,1.42,5.96,0.709141441080433,2.261451727842416,6.5,0
81.6,2751.0,0.91,-0.75,-2.01,5.41,-0.0348507353397647,0.9101188146663644,6.9,1
95.6,2393.0,-0.37,1.5,-2.12,5.98,0.6044897248681118,3.5185348380739057,6.8,1
86.5,2343.0,-0.17,0.74,1.59,6.19,0.0423588688578729,1.5928038114627483,6.5,0
87.4,2235.0,0.31,0.46,-2.34,6.04,0.3937892206115507,2.7896447953424723,7.0,1
96.7,2335.0,-1.0,1.59,-2.22,5.84,-0.1519865037099255,3.6492952748581216,6.5,1
88.0,1799.0,0.78,0.76,2.28,6.35,-0.3781359451810933,1.180343685800685,7.2,0
83.2,2660.0,0.73,-1.03,-1.95,5.98,0.6399872396503578,-0.6226312506869518,6.3,1
84.5,2746.0,1.27,-0.29,-2.33,5.21,-0.6179975281972256,2.4145597023466987,6.0,1
84.7,2778.0,0.99,-0.96,-2.3,5.95,0.7612290576317762,1.3271555094146643,6.4,1
86.6,2427.0,0.54,0.13,-2.03,5.81,0.8531524027165456,1.6160535757645769,7.3,1
86.7,2474.0,-0.57,0.65,1.33,6.25,0.220257957959715,1.7109160242237949,6.7,0
79.7,2651.0,1.13,-1.07,-2.03,5.53,-0.1816779497399768,1.210190991907366,6.8,1
87.3,2490.0,0.2,0.11,-2.19,5.93,-0.4429071670699163,1.8881055496623684,7.0,1
84.1,2564.0,1.36,-0.03,-2.23,5.95,0.583986820689494,1.5431850107272722,7.0,1
83.4,2641.0,-0.22,-0.46,0.69,6.22,0.774758717770975,3.581038859924527,6.1,0
74.5,2472.0,-0.48,-1.29,1.16,6.35,0.0146476815515944,2.3029773304810126,6.5,0
85.5,2206.0,-1.3,1.16,-2.32,5.73,-0.8357740650919261,1.4516596206163137,7.0,1
94.7,2451.0,0.54,1.52,2.16,6.68,0.7024150503966891,1.769042223901982,6.9,0
82.5,2254.0,-0.86,-0.39,1.9,6.67,0.7195886319846908,1.8370658401425584,7.0,0
87.4,2289.0,0.53,0.16,-2.19,5.91,-0.3496057122789929,1.3911896629379044,6.7,1
98.9,2516.0,-1.05,1.37,-2.44,5.83,0.1465813962001521,3.0724600923785754,6.5,1
88.9,2559.0,0.39,-0.02,-2.03,5.36,-0.4014448325375278,1.475544914274816,7.2,1
86.9,2534.0,1.15,-0.18,-2.2,5.49,1.867250476683948,0.4046530292309018,7.1,1
94.9,2393.0,-1.33,0.34,-2.3,5.11,-0.3695368695915419,1.940328789371942,7.5,1
87.9,1758.0,-1.53,0.56,-1.89,5.61,-1.0265114040085714,1.8697202744215875,6.3,1
95.9,2237.0,1.4,0.84,0.54,6.2,-0.4484411875722318,2.571636014798867,5.8,0
94.2,2180.0,-0.12,1.28,-1.99,5.7,-0.413175321626165,3.09990919619086,7.1,1
89.9,2406.0,0.46,1.64,1.86,6.11,-0.7846996468585099,1.6624893869031263,6.4,0
97.3,2324.0,-0.48,1.65,-2.05,5.94,0.8382719269514062,1.6484868352578306,7.3,1
96.1,2469.0,0.25,1.6,2.14,6.58,-0.8335606843606708,3.859016394237902,6.9,0
89.8,2450.0,-0.03,0.7,1.08,6.18,0.0153494270866835,2.6253473953333204,5.8,0
78.7,2586.0,1.16,-1.26,-1.85,6.24,-0.1763802055771028,1.440925999300002,6.6,1
87.2,2533.0,-0.76,0.42,1.49,6.1,-0.735096145603547,0.1567078726139583,6.4,0
88.1,1710.0,1.02,0.79,2.43,6.3,0.1626090516261029,1.0353374969083489,7.0,0
82.0,2792.0,1.52,0.1,-2.04,5.25,0.543900693718796,2.504131372155106,7.2,1
87.0,2267.0,-0.4,0.34,1.52,6.02,-0.1708213929669716,3.3726051990573125,6.1,0
82.8,2512.0,1.4,0.57,-2.27,5.73,0.2445428811031551,1.3432476696680844,6.6,1
95.1,2268.0,-0.59,1.45,-1.83,5.88,0.4837486915928385,2.175593489571381,7.1,1
97.8,2280.0,-0.78,1.02,-2.31,5.98,-0.9042915919005658,3.043051919708201,6.2,1
95.6,2432.0,-0.34,1.51,-2.15,5.99,1.1929367321892328,1.928313765397144,6.3,1
95.8,2581.0,-0.77,1.34,-1.97,5.59,0.910734024637086,1.4465807820316434,7.0,1
80.9,3062.0,-0.91,-1.4,0.77,6.08,-0.8050985229503234,0.4348461682091162,5.8,0
94.9,2400.0,0.21,1.63,2.25,6.63,0.6752943536156042,2.080903861249699,6.7,0
72.8,2046.0,-0.26,-1.37,1.24,6.24,0.0756691747193372,-0.0979497590909632,6.7,0
91.8,2545.0,0.41,1.06,-2.04,5.94,1.8534944312438169,2.0581789316686026,6.4,1
80.1,2228.0,-0.8,-1.22,2.09,6.89,1.2539953382267963,1.2060853157788607,6.5,0
93.3,2580.0,0.21,0.96,-2.31,5.9,0.651961826832271,2.532026628671487,6.3,1
94.9,2357.0,0.08,1.16,1.14,6.06,-0.9835237935772572,2.941059116079038,6.5,0
92.1,2294.0,-0.24,1.65,1.58,6.14,-0.8309286820855128,2.708003814421523,6.6,0
96.0,2224.0,-0.6,1.32,-1.9,5.85,-0.0955692271104758,2.4797722653449945,7.0,1
94.1,2223.0,0.01,1.07,1.08,5.89,-0.652363262738928,2.5850944672148035,6.7,0
80.5,2725.0,-1.06,-0.83,0.93,5.9,-1.556914215269373,1.0565094381879123,6.0,0
89.7,2154.0,-0.02,0.55,2.19,6.62,0.4538724793851116,2.197427106020032,6.8,0
93.5,2102.0,0.88,0.91,1.4,5.99,0.8574733992257215,2.2898170935500373,6.4,0
95.4,2472.0,0.16,1.49,2.09,6.45,-0.5860284069754188,2.3544645719712416,6.8,0
97.9,2346.0,-0.47,1.56,-2.06,6.01,-0.6170578268535696,4.257229105698815,6.3,1
97.8,2443.0,-0.81,1.63,-1.67,5.96,-0.7622354625457827,3.395302646075168,6.2,1
87.1,1578.0,1.09,0.55,1.27,5.93,1.4030741520527226,2.0184713124404787,6.9,0
89.6,2277.0,-0.16,1.4,1.72,6.09,-1.3042092996166346,1.1700452498289649,7.2,0
97.6,2560.0,0.41,1.65,2.09,6.68,-0.0767394979645175,2.579459249600177,7.2,0
95.9,2333.0,-0.66,1.47,-1.83,5.99,0.6955440719651649,3.477627115670968,6.2,1
97.8,2347.0,-0.55,1.5,-1.87,5.89,0.3870296433867474,2.795476976239943,7.1,1
79.5,2685.0,-0.7,-0.95,0.89,6.21,0.2854121907480722,2.124537169715353,5.8,0
86.7,1671.0,0.79,1.02,2.34,6.39,0.014864177884209,0.7145402332746431,6.9,0
86.7,,1.19,0.07,1.57,5.89,1.275235478423102,0.6330498196930732,,0
83.2,2603.0,1.04,-0.1,-2.3,5.27,-0.551919577157401,1.287616943904212,7.5,1
87.5,1838.0,0.98,0.72,2.34,6.53,1.0941947456257364,2.923372114634653,6.7,0
81.0,2753.0,0.7,-1.01,-2.09,5.39,0.3399658438157279,1.4127875364085836,7.2,1
86.5,1574.0,1.18,0.61,1.3,5.97,1.393743890812995,3.154863612098956,6.5,0
90.3,2487.0,0.13,0.71,-1.96,5.38,-0.3658473255477862,3.8642993872641394,7.0,1
83.5,2745.0,0.65,-1.13,-2.12,6.18,0.3130564832365966,1.72361307726881,6.1,1
91.1,1661.0,-1.04,1.09,-2.04,5.84,0.0005119888399076,1.035438338190458,6.6,1
94.5,2393.0,-1.21,0.64,-2.04,5.05,-0.4748813142935764,1.0386152309364718,7.5,1
74.8,2459.0,1.29,-0.98,-2.05,6.3,-2.25359696731239,4.088654769648244,6.5,1
74.1,2422.0,-0.55,-1.42,0.91,6.35,-0.5263904827033993,0.2114830147423863,6.7,0
86.9,2773.0,-0.31,-0.25,0.71,5.95,-0.4674175115246692,1.2766093541475647,6.1,0
89.8,2373.0,-0.63,0.58,2.06,6.51,-2.1175574727480866,-0.2880645916024453,6.9,0
88.1,2290.0,-0.42,0.65,2.01,6.72,-0.6531108943740588,0.5515377160014017,6.9,0
93.9,2254.0,-1.36,0.44,-1.96,5.35,-1.2866368553892464,2.439377498183834,7.3,1
89.5,2522.0,0.61,0.13,-2.31,5.95,0.6027831628928679,1.494964984118127,6.4,1
85.3,2309.0,0.42,-0.05,-1.95,5.78,1.1119581246032677,1.5779986975276885,7.3,1
79.9,2838.0,-0.82,-1.21,1.01,6.14,1.138537959453641,2.7319692243236,5.9,0
89.9,1614.0,1.21,0.7,0.78,6.07,0.0714383610614131,1.340513991397856,5.9,0
79.1,2847.0,-0.71,-0.78,1.58,6.11,-1.074798859263379,1.385893139968016,5.7,0
80.0,2839.0,-0.91,-1.31,0.84,5.98,-0.1737740286509198,1.0638152911906316,5.9,0
92.2,1754.0,1.36,0.61,0.34,6.3,-0.4625920104744421,2.3823529315792946,6.1,0
96.7,2361.0,-0.5,1.64,-2.24,5.94,-0.3337878366844742,2.932929508647195,6.9,1
93.9,2331.0,-1.02,0.36,-2.05,5.23,0.0653936289807134,1.456901690516286,7.2,1
90.9,2222.0,-0.15,1.23,1.14,6.2,-0.6292082057781103,2.442760612350245,6.6,0
94.5,2528.0,-0.41,1.1,-2.01,5.54,0.8061631769350878,3.580246054106211,7.2,1
82.1,2466.0,1.24,0.54,-2.38,5.68,-0.4044578270114025,2.485488207660833,6.8,1
88.4,2500.0,-0.45,0.56,1.52,6.22,-0.7441252106124578,1.6407347453017334,6.4,0
80.9,2515.0,-1.06,-0.8,2.24,6.7,0.0925756739893742,0.3404758026214995,6.9,0
86.3,2381.0,0.43,0.17,-2.01,5.87,1.4175118714604111,0.5065390785675277,7.4,1
95.9,2269.0,1.55,0.6,0.6,6.24,-0.3361764746369404,0.9914553866281732,5.9,0
92.4,2299.0,-0.43,1.53,1.37,6.13,0.2243156814501211,2.1814206397581355,6.5,0
97.5,2319.0,-0.38,1.38,-2.14,6.09,-0.2068645232053371,3.455425904093862,6.9,1
82.1,2223.0,0.86,0.44,-2.4,5.64,-0.6998859394817772,1.7206709485939404,7.2,1
72.2,2761.0,-0.98,-1.27,1.43,6.1,-0.148052486751857,2.325209968877344,6.4,0
86.8,2216.0,-1.14,0.97,-2.19,5.94,-0.4742936807841538,1.6777081811269157,6.9,1
94.2,2395.0,-0.26,1.34,-2.08,5.26,0.4714818232115507,4.001197012761345,7.3,1
95.5,2346.0,0.19,1.46,1.9,6.61,-0.5425420376914561,2.7434243814257586,6.9,0
83.6,2949.0,0.95,-1.39,-2.21,5.89,0.1643993281968274,0.7627724852583562,6.0,1
93.2,2474.0,0.23,0.7,-2.58,5.43,1.0808741658919618,1.4540490109469109,7.1,1
97.1,2363.0,-1.35,0.71,-2.03,5.2,-1.043265147339486,2.326768082961327,7.5,1
82.6,2186.0,-0.58,-0.61,1.87,6.75,0.9960439243696536,1.2660520761020462,6.4,0
86.8,1865.0,1.08,1.01,2.37,6.52,0.460393153810654,1.4779668348426045,6.9,0
96.1,2461.0,-0.57,1.54,-2.16,5.98,0.6127730146258817,2.5074313960053907,7.1,1
91.5,2627.0,0.17,0.66,-2.07,5.47,-1.79364082053217,3.3505359776494545,6.9,1
94.9,2176.0,1.29,0.47,0.41,6.09,0.5463544125057298,2.15406166387709,5.9,0
86.0,2517.0,-0.49,0.38,1.54,6.22,-0.8120037852083037,2.149175211428404,6.3,0
96.6,2084.0,-0.83,0.57,-2.6,5.56,-0.4348874306001541,3.390127052398154,6.9,1
81.1,2341.0,-1.24,-0.81,2.2,6.72,0.0573477640959718,1.838978312265928,6.5,0
94.5,2448.0,0.35,1.21,1.2,6.03,-0.9897708886688822,2.409011235678709,6.6,0
87.7,2353.0,0.36,0.22,-2.16,5.85,-0.0365756833257412,0.8277939046972214,7.2,1
96.7,2447.0,-0.47,1.4,-2.09,5.86,-0.687107710463965,2.8670039976571537,7.1,1
87.4,2639.0,-0.68,0.47,1.46,6.18,-0.7828568526149287,-1.1490988994983826,6.4,0
95.2,2352.0,-0.39,1.55,-1.85,5.99,-0.2146867986157457,4.241209337676924,6.0,1
95.9,2454.0,-0.87,1.53,-2.12,5.95,-0.7480166128958654,3.0253765106084347,6.5,1
90.6,2439.0,-0.14,1.68,1.5,6.16,0.5410500597624622,3.3839935882177903,6.8,0
96.4,2319.0,-0.5,1.64,-1.75,6.12,0.6804296876946164,3.9956987108358217,6.1,1
88.1,2268.0,0.3,1.48,1.72,6.16,0.3581967595423767,4.629859881208455,6.4,0
97.9,2074.0,-0.32,0.77,-2.33,5.37,-0.7120556511294509,1.195658988894303,6.9,1
96.6,2446.0,-0.59,1.25,-1.67,5.34,1.095277059159273,2.1849706935472826,7.2,1
86.9,2248.0,-1.17,1.05,-2.42,5.83,0.0866614611320646,0.1229433067376453,7.1,1
80.8,2805.0,-0.81,-0.8,0.87,6.07,-0.4906526386294219,0.7941873236663204,5.8,0
88.9,2560.0,0.42,0.06,-1.85,5.69,0.3005027136935903,1.5537006504927602,6.3,1
88.8,2264.0,0.38,1.49,1.71,6.25,-1.262637173530163,1.47672492490141,6.4,0
83.0,2426.0,1.24,0.41,-2.26,5.67,-0.3661980997781759,2.649950876959131,6.9,1
94.7,2509.0,0.14,1.0,-2.4,5.86,-0.0141843141230436,2.632864814412784,6.4,1
88.9,1749.0,1.47,0.64,1.28,6.08,0.3842051508541511,3.832115465520016,5.8,0
82.3,2618.0,1.6,-0.01,-2.43,5.57,-0.7816263025260934,2.7974126721075256,6.6,1
84.5,2280.0,0.55,0.36,-2.17,5.66,0.4176566293029167,1.833345828874155,7.1,1
85.0,2656.0,1.48,0.19,-2.14,5.56,1.5125803537638194,1.185167742204297,7.0,1
91.6,2385.0,-0.6,1.35,-2.09,5.49,-0.9530091094715664,2.9740257981873635,7.2,1
97.2,2494.0,-0.48,1.2,-1.9,5.39,0.5122267564128186,3.591496897576512,7.7,1
94.5,2165.0,1.18,0.93,0.59,6.28,-0.1375023842137852,3.1233807330525893,6.0,0
96.4,2425.0,-0.54,1.34,-1.7,5.96,0.157895592964552,3.718223951007433,6.4,1
98.8,2337.0,-0.38,1.41,-2.02,5.66,0.7569006340263347,3.5570011943693407,7.3,1
97.2,2117.0,-0.29,1.04,-2.3,5.45,0.4787693668789071,2.0540344255431875,6.7,1
90.7,2008.0,0.68,0.82,1.14,6.13,0.4582379148715205,2.413631122492656,6.5,0
84.3,2487.0,0.67,-0.14,-2.03,5.96,0.1021716225050807,2.6694826083697127,7.0,1
70.7,2653.0,-0.97,-1.07,1.33,6.23,1.2594903403199154,4.638422667271302,6.1,0
93.1,2039.0,1.23,0.92,0.79,6.21,0.1629740703109102,2.4492000456870686,5.7,0
96.6,2636.0,-0.06,1.28,-2.08,5.21,0.2982351643979619,2.6138911945134224,7.4,1
83.3,2823.0,0.73,-1.13,-1.81,6.03,0.3134330940881188,1.7366543740463762,6.0,1
97.4,2279.0,-0.82,1.45,-1.99,6.01,0.4274192038702185,2.006670891764691,6.6,1
86.6,2282.0,-1.01,1.12,-2.34,5.94,-0.6098240724380777,1.8557652149537305,7.0,1
93.7,2233.0,-0.09,1.04,1.14,6.2,-0.6354399483784066,2.140644087574988,6.4,0
91.0,2549.0,0.52,0.2,-2.3,5.91,1.7444154070299072,1.1215133854972557,6.3,1
